Project ID,Start,Completion,Planned Completion,Projected/Actual Completion
1209,2008-02-28,2012-10-18,,
1210,2007-10-12,2012-10-16,2012-01-16,2012-03-16
1211,2008-02-28,2012-10-16,2012-02-27,2012-11-15
1212,2008-02-28,2012-10-16,2012-01-25,2012-10-23
1213,2008-01-15,2012-10-16,,
1214,2008-02-28,2013-05-22,,
1215,2008-07-24,2014-04-17,2013-03-05,2012-11-15
1216,2008-02-28,2014-04-30,,
1217,2008-02-28,2016-09-28,2011-07-21,2011-07-21
1218,2008-02-28,2014-04-30,,
1219,2008-02-28,2015-09-16,2011-07-25,2011-07-25
1220,2008-02-28,2014-06-30,,
1221,2008-02-28,2016-07-15,,
1222,2010-01-10,2014-12-31,,
1223,2010-01-08,2014-01-02,,
1224,2010-01-10,2014-12-31,,
1225,2005-08-19,2014-09-30,2014-09-30,2014-09-30
1226,2010-01-10,2014-09-30,2012-09-30,2012-09-30
1227,2011-04-07,2015-09-30,,
1228,2010-01-10,2015-09-30,,
1229,2012-01-01,2012-09-30,2012-09-30,2012-09-30
1230,2011-08-20,2012-09-30,2012-09-30,2012-09-30
1231,2011-08-20,2012-03-31,2012-03-31,2012-03-31
1235,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1236,2010-01-10,2011-09-30,2011-09-30,2011-09-23
1237,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1238,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1239,2011-08-15,2012-03-31,2012-03-31,2012-03-31
1240,2011-01-09,2011-12-31,2011-12-31,2011-12-31
1241,2011-01-09,2012-09-30,,
1242,2011-01-10,2012-09-30,,
1243,2011-01-10,2012-09-30,,
1244,2011-01-10,2012-09-30,,
1245,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1246,2010-01-05,2012-07-31,2011-11-30,2012-08-31
1247,2010-01-09,2013-02-28,,
1248,2010-01-12,2012-06-29,,
1251,2011-01-11,2013-04-30,,
1252,2011-01-11,2013-04-30,,
1253,2011-01-11,2013-04-30,,
1254,2010-06-15,2011-04-04,2010-09-30,2011-05-31
1255,2010-09-30,2016-09-30,2011-09-30,2011-09-30
1256,2011-01-08,2012-09-28,2012-01-30,2012-09-28
1257,2011-04-05,2012-01-31,2011-11-15,2011-11-15
1258,2010-01-06,2011-07-03,2011-02-18,2011-02-18
1259,2010-12-13,2011-03-21,2011-11-02,2011-11-02
1260,2010-01-09,2011-05-20,2011-07-05,2011-07-05
1261,2011-03-28,2011-10-31,2011-08-22,2011-10-31
1262,2010-07-12,2012-04-30,2011-08-25,2011-08-25
1263,2011-04-04,2011-06-10,2011-06-10,2011-06-10
1264,2010-01-01,2012-02-15,2012-02-15,2012-08-15
1265,2010-11-15,2012-09-28,2012-09-28,2012-09-28
1267,2011-01-10,2012-09-28,2011-11-15,2011-11-15
1268,2011-01-25,2013-01-31,2012-05-31,2012-05-31
1269,2011-10-01,2012-09-28,2012-01-25,2012-09-28
1270,2011-01-10,2015-09-30,,
1271,2011-01-10,2015-09-30,,
1272,2011-01-10,2017-09-29,,
1273,2011-01-10,2012-09-30,,
1274,2011-01-10,2012-09-30,2012-09-28,2012-08-31
1275,2011-01-10,2012-09-30,2012-09-28,2012-09-28
1276,2006-01-10,2020-09-30,2012-09-28,2012-09-28
1277,2007-03-19,2035-12-31,2012-09-30,2012-09-30
1278,2007-01-06,2015-09-30,2012-09-30,2012-09-30
1279,2007-01-06,2016-09-30,2012-09-30,2012-09-30
1280,2009-01-07,2014-06-30,2012-09-28,2012-09-28
1281,2010-07-19,2020-07-18,2012-09-30,2012-09-30
1282,2010-05-08,2018-04-08,2012-09-30,2012-09-30
1283,2012-03-15,2016-09-30,,
1284,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1285,2011-01-10,2012-02-29,2012-02-29,2012-02-29
1286,2012-01-01,2012-09-30,,
1287,2012-01-02,2014-04-30,,
1288,2012-01-05,2015-11-30,,
1289,2011-01-10,2012-09-28,2012-09-28,2012-09-28
1290,2011-01-11,2012-06-15,2012-04-30,2012-08-20
1291,2011-01-11,2012-09-15,2012-09-14,2012-09-14
1292,2012-03-15,2012-03-15,2012-03-15,2012-09-02
1293,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1294,2011-01-10,2012-09-30,2012-03-31,2012-09-03
1295,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1296,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1297,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1299,2010-11-15,2013-10-31,,
1300,2011-09-19,2012-05-30,,
1301,2011-12-20,2013-04-25,2012-04-25,2012-04-25
1302,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1303,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1304,2011-01-10,2012-09-30,,
1305,2011-01-07,2012-06-30,2012-06-30,2012-06-30
1306,2011-01-04,2012-09-30,,
1307,2011-01-04,2012-09-30,2012-09-30,2012-09-30
1308,2002-01-10,2017-09-30,,
1309,2010-12-17,2013-09-30,,
1310,2012-01-10,2015-12-31,,
1311,2010-09-27,2012-05-15,2012-03-26,2012-05-07
1312,2010-06-09,2012-10-26,2012-05-25,2012-05-25
1313,2011-05-08,2012-01-08,2012-01-08,2012-01-08
1314,2011-10-20,2012-10-26,2012-06-29,2012-06-29
1315,2007-09-24,2013-12-23,2012-09-30,2012-09-30
1316,2007-09-21,2013-06-28,,
1317,2009-06-16,2011-12-15,2011-12-15,2011-12-15
1318,2009-06-18,2012-02-05,2011-12-14,2011-12-14
1319,2010-08-25,2012-02-28,2012-02-28,2012-02-03
1320,2011-10-05,2011-02-12,2011-02-12,2011-12-12
1321,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1322,2011-01-10,2012-09-30,,
1323,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1324,2011-03-10,2012-09-30,2012-09-30,2012-09-30
1325,2011-03-10,2012-09-30,2012-09-30,2012-09-30
1326,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1327,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1328,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1329,2011-03-10,2012-09-30,2012-09-30,2012-09-30
1330,2011-03-10,2012-09-30,2012-09-30,2012-09-30
1331,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1332,2011-01-10,2012-09-30,,
1333,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1334,2011-03-10,2012-09-30,2012-09-30,2012-09-30
1335,2011-03-10,2012-09-30,2012-09-30,2012-09-30
1336,2011-04-25,2013-10-31,,
1337,2011-01-08,2012-07-31,2012-07-31,2012-07-31
1342,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1343,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1345,2010-01-10,2011-11-30,2011-11-30,2011-11-30
1346,2011-06-09,2012-09-12,,
1349,2011-12-09,2011-12-30,2011-12-30,2011-12-30
1350,2012-02-29,2012-12-18,,
1351,2011-01-10,2013-05-31,,
1352,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1353,2011-03-10,2017-09-29,2012-09-30,2012-09-30
1354,2011-01-06,2012-08-31,2012-08-31,2012-08-31
1355,2011-01-06,2012-11-30,2012-09-30,2012-09-30
1356,2011-01-09,2012-08-31,2012-08-31,2012-08-31
1357,2012-01-06,2013-08-31,2012-09-30,2012-09-30
1358,2012-01-06,2012-09-30,2012-08-31,2012-08-31
1359,2012-01-06,2013-11-30,2012-09-30,2012-09-30
1360,2012-07-16,2012-11-16,2012-11-16,2012-06-22
1368,2007-09-27,2012-09-30,,
1374,2011-01-01,2012-03-31,2012-03-31,2012-03-31
1375,2012-01-01,2012-09-30,,
1376,2011-03-10,2012-02-29,2012-02-29,2012-02-29
1377,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1378,2011-03-10,2012-09-28,,
1379,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1380,2011-01-07,2011-09-30,2011-09-30,2011-09-30
1381,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1382,2011-03-10,2012-06-29,2012-06-29,2012-06-29
1383,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1384,2012-02-04,2012-09-28,2012-09-28,2012-09-28
1385,2011-03-10,2012-03-30,2012-03-30,2012-04-13
1386,2012-02-04,2012-09-28,2012-09-28,2012-09-28
1387,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1388,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1389,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1390,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1391,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1392,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1393,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1395,2010-01-21,2012-09-28,,
1396,2011-09-22,2012-09-21,,
1397,2011-09-22,2012-09-21,,
1398,2011-01-10,2012-09-30,,
1399,2011-09-14,2012-09-13,,
1400,2010-08-17,2011-11-11,2011-11-11,2011-11-26
1401,2010-08-27,2011-09-30,2011-09-30,2011-12-30
1402,2011-03-10,2012-09-28,2012-06-29,2012-06-29
1404,2012-01-01,2012-12-31,,
1406,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1408,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1409,2009-09-01,2012-11-30,,
1411,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1412,2011-11-10,2011-08-11,2011-08-11,2011-10-25
1413,2011-03-10,2012-02-29,2012-02-29,2011-10-28
1414,2012-01-02,2012-08-30,2012-08-30,2012-08-30
1415,2012-07-27,2012-09-28,,
1416,2011-03-10,2012-02-05,2012-02-05,2012-02-05
1417,2011-01-10,2012-03-31,2012-03-31,2012-03-30
1418,2012-01-04,2012-09-30,2012-09-30,2012-09-30
1419,2011-11-15,2012-09-30,2012-09-30,2012-09-30
1420,2012-01-01,2012-06-30,2012-06-30,2012-06-30
1423,2012-01-01,2012-01-03,2012-01-03,2012-01-03
1424,2011-01-10,2013-11-30,,
1425,2011-03-10,2013-09-30,,
1426,2011-03-10,2013-09-27,,
1427,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1428,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1429,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1430,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1431,2010-10-09,2014-11-14,2012-03-08,2012-08-22
1433,2011-02-06,2013-05-31,,
1435,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1436,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1438,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1439,2011-01-10,2012-06-30,2012-06-30,2012-06-30
1441,2010-01-10,2012-09-30,2012-09-30,2012-09-30
1442,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1446,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1448,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1449,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1450,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1451,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1452,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1455,2010-10-09,2011-05-26,2011-05-26,2011-05-26
1456,2012-01-06,2013-06-28,,
1457,2012-01-06,2013-07-30,,
1458,2010-09-27,2012-05-27,2012-04-30,2012-05-27
1459,2011-01-06,2012-08-31,2012-08-31,2012-08-31
1460,2010-09-15,2013-09-13,,
1461,2010-09-27,2018-09-28,,
1462,2010-09-13,2011-08-29,2011-01-06,2011-08-29
1463,2010-01-10,2013-09-30,,
1464,2010-01-10,2013-09-30,,
1465,2011-01-07,2012-09-30,2012-05-13,2012-07-06
1466,2011-01-10,2013-09-30,,
1467,2011-03-10,2012-10-26,,
1468,2012-05-23,2013-06-17,,
1470,2011-01-06,2012-03-30,2012-03-30,2011-10-31
1471,2010-01-10,2012-09-30,2012-09-30,2012-09-30
1472,2011-01-07,2014-09-30,2012-02-04,2012-02-04
1473,2011-01-04,2012-09-30,2012-09-30,2012-09-30
1474,2010-01-10,2012-09-30,2012-09-28,2012-09-28
1475,2006-01-03,2012-03-31,2012-03-31,2011-08-12
1476,2007-01-10,2013-03-31,2012-09-30,2012-09-30
1477,2008-01-07,2014-12-31,,
1478,2008-01-07,2014-09-30,2012-09-30,2012-09-30
1479,2008-01-07,2012-06-30,2012-06-30,2012-06-30
1480,2010-01-10,2014-09-30,2012-09-30,2012-09-30
1482,2011-01-10,2012-09-30,,
1483,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1484,2010-09-23,2017-02-14,,
1485,2011-07-19,2013-09-30,,
1486,2011-01-10,2013-09-30,,
1487,2011-01-10,2013-09-30,,
1488,2011-01-10,2013-09-30,,
1489,2011-12-12,2017-02-14,,
1490,2011-01-10,2017-02-14,,
1491,2012-02-15,2017-02-14,,
1506,2010-01-06,2025-09-30,,
1512,2011-01-03,2012-09-30,,
1513,2011-01-11,2012-09-08,,
1514,2010-03-15,2013-09-30,,
1515,2004-08-09,2012-03-13,2012-03-13,2012-03-28
1516,2009-01-03,2011-09-30,2011-09-30,2011-09-30
1517,2009-01-05,2011-01-11,2011-09-29,2011-01-11
1518,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1519,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1520,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1521,2011-01-10,2013-09-30,,
1522,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1523,2010-01-10,2016-09-30,,
1524,2012-01-07,2012-01-11,,
1530,2010-01-10,2012-01-31,2011-09-30,2012-01-31
1531,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1532,2010-01-10,2012-09-30,2012-09-30,2012-12-31
1537,2009-01-10,2012-09-30,2012-09-30,2011-12-30
1538,2009-01-10,2016-09-30,,
1539,2010-01-10,2012-09-28,2012-09-28,2012-03-30
1540,2009-01-10,2013-09-30,,
1541,2009-10-30,2012-09-28,,
1543,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1544,2011-01-10,2012-09-30,,
1546,2010-12-13,2016-09-30,2012-09-30,2012-09-30
1549,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1550,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1551,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1552,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1553,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1559,2011-01-10,2012-09-30,,
1562,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1563,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1564,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1565,2011-01-10,2012-09-30,2012-08-30,2012-08-30
1568,2009-01-10,2012-09-30,2012-09-29,2012-01-31
1569,2009-01-10,2013-09-30,,
1570,2009-01-10,2013-09-30,,
1573,2010-01-12,2014-09-30,,
1574,2012-01-10,2016-09-30,,
1576,2012-01-10,2013-09-30,,
1580,2012-01-02,2013-09-30,2012-12-31,2012-12-31
1581,2011-01-10,2013-09-30,,
1587,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1588,2011-01-10,2012-09-30,,
1589,2012-03-15,2012-09-28,,
1590,2011-03-24,2012-12-11,,
1593,2011-01-06,2013-09-30,,
1594,2010-01-10,2011-09-30,2011-09-30,2011-09-30
1595,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1596,2011-01-04,2012-09-30,2012-09-30,2012-09-30
1597,2011-01-01,2012-09-30,2012-09-30,2012-09-30
1598,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1599,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1600,2012-01-07,2012-09-30,2012-09-30,2012-09-30
1601,2011-01-10,2013-01-31,,
1602,2011-01-04,2012-09-30,2012-09-30,2012-09-30
1603,2010-01-10,2012-09-30,2012-09-30,2012-09-30
1604,2011-01-04,2012-09-30,2012-09-30,2012-09-30
1605,2011-01-04,2012-09-30,2012-09-30,2012-09-30
1606,2010-01-12,2012-09-30,2012-09-30,2012-09-30
1607,2010-01-12,2012-09-30,2012-09-30,2012-09-30
1608,2011-01-10,2013-01-31,,
1609,2011-01-02,2012-06-30,2012-06-30,2012-06-30
1610,2012-01-02,2013-06-30,,
1611,2011-01-04,2012-06-04,2012-06-04,2012-08-06
1612,2011-04-04,2012-03-21,2012-02-03,2012-03-15
1613,2012-03-26,2013-03-22,,
1614,2012-04-04,2013-05-26,,
1615,2012-06-15,2012-09-30,,
1616,2012-01-03,2012-08-30,,
1617,2009-01-10,2013-09-30,,
1618,2009-09-25,2014-09-24,,
1619,2010-09-23,2013-09-22,,
1620,2010-09-14,2012-12-14,2012-12-14,2012-12-14
1621,2010-09-14,2018-09-28,2012-09-28,2012-09-28
1622,2010-04-08,2018-09-28,,
1623,2011-10-01,2012-09-28,,
1624,2011-04-15,2012-04-20,2012-04-20,2012-09-17
1625,2011-08-08,2014-12-31,2012-09-28,2012-09-28
1627,2011-03-10,2013-09-30,,
1628,2011-03-10,2012-09-28,2012-09-28,2012-09-28
1629,2011-03-10,2012-07-13,2012-07-13,2012-07-13
1630,2011-02-08,2012-01-31,2011-12-20,2011-12-18
1631,2011-07-15,2012-12-31,2012-02-15,2012-02-15
1632,2011-09-26,2012-01-06,2012-01-06,2012-06-25
1633,2011-09-26,2012-03-31,,
1634,2012-06-15,2013-02-28,,
1635,2011-04-25,2012-12-15,2012-12-15,2012-09-24
1636,2011-09-26,2012-06-30,2012-06-30,2012-08-31
1637,2010-01-07,2013-07-31,2013-07-31,2013-07-31
1638,2009-01-10,2014-09-30,,
1639,2011-01-01,2015-09-30,,
1644,2011-02-02,2011-12-15,2011-02-12,2011-01-12
1645,2011-12-15,2012-12-15,2012-01-15,2012-02-17
1646,2011-03-10,2012-09-28,,
1647,2011-03-10,2012-09-28,,
1648,2011-01-07,2012-09-30,2012-09-30,2012-09-30
1649,2011-01-07,2012-09-30,2012-09-30,2012-09-30
1650,2011-01-07,2012-09-30,2012-09-30,2012-09-30
1651,2004-01-10,2012-09-30,2012-09-30,2012-09-30
1652,2011-01-07,2012-09-30,,
1653,2010-01-10,2012-10-31,2012-10-31,2012-10-31
1654,2011-03-10,2013-10-31,,
1655,2010-01-12,2011-11-30,2011-11-30,2011-11-30
1656,2011-01-12,2012-11-30,2012-11-30,2012-11-30
1657,2011-01-10,2012-09-30,,
1665,2010-01-10,2012-09-30,,
1666,2011-08-15,2012-09-30,2012-09-28,2012-09-28
1667,2011-04-16,2012-09-30,,
1668,2011-01-09,2011-11-30,2011-11-15,2011-11-14
1671,2011-06-14,2013-09-30,,
1672,2011-01-10,2013-09-30,2012-09-30,2012-09-30
1673,2011-01-10,2013-09-30,,
1674,2009-01-10,2011-09-30,2011-09-30,2012-05-31
1675,2011-01-01,2011-09-30,2011-09-30,2011-09-30
1676,2011-01-07,2012-09-30,,
1677,2011-08-29,2012-04-20,2012-04-20,2012-04-17
1683,2011-01-12,2012-06-30,2012-06-30,2012-08-31
1684,2011-07-20,2012-07-19,,
1685,2011-01-10,2012-09-30,,
1686,2012-06-15,2012-12-14,,
1687,2012-06-15,2012-12-14,,
1688,2012-01-08,2013-01-31,,
1689,2012-01-08,2012-11-30,,
1690,2012-01-08,2013-01-31,,
1691,2012-01-08,2013-01-31,,
1692,2012-06-15,2012-12-14,,
1693,2012-08-15,2013-01-31,,
1694,2012-08-15,2013-01-31,,
1695,2012-01-08,2013-01-31,,
1696,2012-06-15,2012-12-14,,
1697,2012-06-15,2012-11-30,,
1698,2012-06-15,2012-09-14,,
1699,2012-01-08,2013-01-31,,
1700,2012-06-15,2012-12-14,,
1701,2012-01-08,2013-01-31,,
1702,2012-06-15,2012-12-14,,
1703,2012-01-08,2013-01-31,,
1704,2012-06-15,2012-12-14,,
1705,2012-01-08,2013-01-31,,
1706,2012-06-15,2012-12-14,,
1707,2012-06-15,2012-12-14,,
1708,2012-01-08,2013-01-31,,
1709,2012-06-15,2012-12-14,,
1710,2012-06-15,2012-12-31,,
1711,2012-06-15,2012-12-14,,
1712,2012-08-15,2013-01-31,,
1713,2012-01-08,2013-01-31,,
1714,2011-01-08,2011-09-30,,
1715,2011-01-10,2012-03-30,,
1716,2011-01-10,2012-03-30,,
1717,2012-01-04,2012-09-30,,
1718,2012-01-04,2012-09-30,,
1719,2012-01-10,2013-03-30,,
1720,2012-01-10,2013-03-30,,
1721,2013-01-04,2013-09-30,,
1722,2013-01-04,2013-09-30,,
1723,,,,
1724,,,,
1725,,,,
1726,,,,
1727,,,,
1728,,,,
1729,,,,
1730,,,,
1731,2012-01-01,2012-12-31,2012-12-31,2012-12-31
1734,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1735,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1736,2012-01-01,2012-09-30,2012-09-30,2012-09-30
1737,2011-01-07,2012-10-15,2012-10-15,2012-10-15
1738,2011-01-10,2012-01-04,2012-01-04,2012-10-31
1739,2012-01-10,2013-01-04,,
1740,2005-01-01,2020-01-10,2012-03-31,2012-03-31
1741,2011-07-18,2012-07-17,2012-07-17,2012-07-17
1742,2011-09-30,2012-09-29,,
1743,2011-01-07,2011-12-31,2011-12-31,2011-12-31
1744,2011-03-06,2012-02-06,2012-02-06,2012-02-06
1745,2011-01-10,2012-09-30,,
1746,2007-09-27,2018-12-30,2012-09-21,2012-09-21
1747,2011-04-01,2012-04-27,2012-04-27,2012-07-17
1748,2010-03-09,2011-10-30,2011-10-13,2011-10-13
1749,2011-01-10,2012-07-31,2011-12-15,2011-12-15
1750,2012-01-01,2012-03-31,,
1752,2012-01-01,2012-09-30,,
1753,2010-01-09,2011-01-12,2011-06-10,2011-10-21
1754,2010-01-10,2010-12-31,2010-12-30,2010-12-29
1755,2011-01-01,2011-03-31,2011-03-30,2011-03-30
1756,2011-01-04,2011-06-30,2011-06-30,2011-06-30
1757,2011-01-07,2011-09-30,2011-09-30,2011-09-30
1758,2011-01-10,2011-12-31,2011-12-30,2011-12-30
1759,2012-01-01,2012-03-31,2012-03-31,2012-03-31
1760,2012-01-04,2012-06-30,2012-06-30,2012-06-30
1761,2012-01-07,2012-09-30,2012-09-30,2012-09-30
1764,2011-01-06,2012-10-19,,
1765,2009-06-01,2017-12-14,2010-11-06,2010-01-09
1766,2011-02-15,2013-01-15,,
1767,2011-01-10,2012-09-30,,
1768,2011-01-10,2012-09-30,,
1769,2011-01-06,2012-02-29,2012-02-29,2012-02-29
1770,2011-01-06,2012-02-29,2012-02-29,2012-02-29
1939,2006-01-10,2018-09-30,,
1940,2006-01-10,2018-09-30,,
1941,2006-01-10,2018-09-30,,
1942,2006-01-10,2018-09-30,,
1943,2006-01-10,2018-09-30,,
1944,2006-01-10,2018-09-30,,
1945,2011-01-10,2012-09-30,,
1946,2010-04-01,2024-09-30,2012-09-28,2012-09-28
1947,2010-09-30,2015-09-28,,
1948,2010-07-14,2015-09-06,,
1949,2010-04-01,2015-07-31,,
1950,2011-01-04,2013-03-29,2011-09-23,2011-09-23
1951,2010-02-08,2014-09-30,,
1952,2010-01-11,2014-07-31,,
1953,2010-01-07,2013-07-19,,
1954,2010-08-31,2011-10-10,2011-09-30,2011-09-30
1955,2010-08-30,2014-02-25,,
1956,2010-01-10,2024-09-30,2012-09-28,2012-09-28
1957,2010-07-19,2015-09-29,,
1958,2010-01-09,2014-07-25,,
1959,2010-02-26,2014-12-03,,
1960,2010-01-06,2014-01-05,,
1961,2009-09-30,2012-06-30,2012-01-20,2012-01-20
1962,2011-01-07,2012-01-23,2011-12-30,2011-12-30
1963,2011-01-07,2012-12-31,,
1964,2011-03-10,2012-01-08,,
1965,2011-05-24,2012-12-31,,
1966,2011-01-07,2012-09-30,,
1967,2009-01-06,2012-06-30,2012-03-31,2012-06-28
1968,2011-02-09,2013-06-30,,
1969,2011-01-10,2012-03-31,2012-03-31,2012-03-31
1970,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1971,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1972,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1973,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1974,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1975,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1976,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1977,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1978,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1979,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1980,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1981,2011-01-10,2012-09-30,2012-09-30,2012-09-30
1987,2011-01-02,2014-09-30,,
1988,2011-09-30,2012-02-29,,
1989,2011-02-21,2012-08-08,2012-06-30,2012-08-08
1990,2011-06-28,2013-06-06,,
1991,2012-02-04,2013-09-30,,
1992,2012-10-31,2013-09-30,,
1993,2012-02-04,2021-09-30,,
1997,2010-03-16,2014-12-31,,
1998,2011-06-20,2011-12-16,2011-12-16,2011-12-16
1999,2011-06-13,2012-02-03,2012-02-03,2012-02-03
2000,2011-01-08,2012-11-05,2012-11-05,2012-11-05
2001,2011-10-31,2012-06-20,2012-06-20,2012-06-20
2002,2012-01-16,2012-06-20,2012-06-20,2012-06-20
2003,2012-03-26,2012-12-14,2012-12-14,2012-12-14
2004,2010-07-06,2013-06-30,,
2005,2010-12-21,2013-09-11,2013-09-11,2013-09-11
2006,2010-12-21,2013-09-30,2012-09-20,2012-08-20
2010,2011-01-04,2012-08-17,,
2011,2013-01-02,2013-04-11,,
2012,2011-06-13,2012-03-31,2012-03-31,2012-03-31
2013,2012-01-03,2013-06-30,,
2014,2010-09-09,2012-07-27,,
2015,2011-04-24,2012-04-27,2012-04-27,2012-04-27
2016,2010-02-06,2012-10-26,,
2017,2010-08-11,2013-04-26,,
2018,2011-07-25,2013-04-26,,
2019,2011-01-10,2013-07-26,,
2020,2011-07-21,2013-01-25,,
2021,2011-01-10,2013-09-30,,
2022,2011-07-27,2011-12-31,2011-12-31,2011-12-18
2023,2011-08-16,2013-01-31,,
2024,2011-01-10,2012-12-30,,
2025,2011-01-02,2012-03-31,2012-03-31,2012-05-31
2026,2011-01-04,2012-03-31,2012-03-31,2012-03-31
2027,2011-06-25,2012-06-22,2012-06-22,2012-06-22
2028,2012-01-04,2013-02-28,,
2029,2012-01-17,2012-07-30,2012-07-30,2012-07-30
2030,2011-07-18,2012-01-30,2012-01-30,2012-02-13
2031,2011-10-17,2012-04-30,2012-04-30,2012-04-30
2032,2012-04-16,2012-10-29,,
2033,2011-04-18,2011-07-10,2011-07-10,2011-03-10
2034,2012-06-08,2013-07-01,,
2035,2011-09-29,2012-03-31,,
2036,2011-03-01,2012-03-31,2011-11-21,2012-09-01
2037,2012-01-10,2013-12-31,,
2038,2011-07-18,2012-05-31,2012-05-31,2012-05-31
2039,2011-02-06,2011-10-24,2011-10-24,2011-10-31
2040,2011-08-15,2012-05-30,2012-05-30,2012-05-30
2041,2011-12-09,2012-11-09,2012-11-09,2012-11-09
2042,2011-12-09,2012-04-30,2012-04-30,2012-04-30
2043,2011-12-09,2012-11-09,,
2044,2011-12-09,2012-11-09,,
2045,2009-01-01,2015-01-01,,
2046,2010-01-01,2012-09-30,,
2047,2011-01-10,2015-09-30,,
2048,2011-01-10,2015-09-30,,
2051,2011-01-07,2012-09-28,2012-09-28,2012-09-28
2052,2011-01-07,2012-09-28,,
2053,2011-01-07,2012-09-26,,
2054,2011-01-07,2012-09-28,,
2055,2011-03-10,2012-09-28,2012-09-28,2012-09-28
2056,2011-01-06,2012-09-28,2012-09-28,2012-09-28
2057,2011-01-07,2012-09-25,2012-09-25,2012-09-25
2058,2011-01-07,2012-07-27,2012-07-27,2012-07-27
